time,o,h,l,c,volume,complete
2020-01-10 03:00:00,7774.0,7794.3,7746.7,7789.4,1439,True
2020-01-10 04:00:00,7789.8,7790.6,7740.7,7765.9,1633,True
2020-01-10 05:00:00,7765.3,7765.8,7702.1,7713.0,1656,True
2020-01-10 06:00:00,7712.2,7754.2,7692.5,7718.0,2572,True
2020-01-10 07:00:00,7717.5,7726.0,7693.3,7720.7,1882,True
2020-01-10 08:00:00,7721.1,7721.1,7657.8,7684.5,1642,True
2020-01-10 09:00:00,7683.9,7726.8,7669.9,7697.1,2096,True
2020-01-10 10:00:00,7697.6,7758.1,7650.6,7749.5,3556,True
2020-01-10 11:00:00,7748.7,7829.6,7743.4,7811.2,4449,True
2020-01-10 12:00:00,7810.5,7870.9,7783.5,7867.9,3560,True
2020-01-10 13:00:00,7868.3,7920.0,7840.0,7841.4,3079,True
2020-01-10 14:00:00,7842.1,7961.7,7825.9,7955.0,4539,True
2020-01-10 15:00:00,7953.8,8064.3,7927.7,8044.3,4777,True
2020-01-10 16:00:00,8043.9,8120.1,7913.2,7935.4,5767,True
2020-01-10 17:00:00,7934.0,7958.2,7896.6,7948.3,2972,True
2020-01-10 18:00:00,7949.0,8093.3,7949.0,8006.6,5089,True
2020-01-10 19:00:00,8006.1,8109.5,7953.4,8046.5,4913,True
2020-01-10 20:00:00,8046.0,8086.8,8028.4,8056.0,3008,True
2020-01-10 21:00:00,8055.5,8118.5,8009.9,8030.0,3740,True
2020-01-13 03:00:00,8080.3,8091.6,8075.1,8081.7,103,True
2020-01-13 04:00:00,8080.3,8096.0,8064.5,8089.8,373,True
2020-01-13 05:00:00,8089.3,8089.3,8054.1,8066.3,607,True
2020-01-13 06:00:00,8065.8,8087.9,8027.9,8033.0,793,True
2020-01-13 07:00:00,8032.5,8060.8,8028.1,8047.3,746,True
2020-01-13 08:00:00,8046.9,8102.5,8039.2,8099.1,658,True
2020-01-13 09:00:00,8098.6,8099.1,8056.9,8081.8,660,True
2020-01-13 10:00:00,8081.4,8097.5,8032.8,8091.4,1253,True
2020-01-13 11:00:00,8091.8,8101.3,8047.4,8047.4,1176,True
2020-01-13 12:00:00,8046.9,8068.4,8021.1,8065.6,1531,True
2020-01-13 13:00:00,8065.2,8084.4,8050.7,8056.7,1278,True
2020-01-13 14:00:00,8057.2,8070.2,8042.5,8064.0,1080,True
2020-01-13 15:00:00,8063.5,8074.2,8032.9,8058.6,978,True
2020-01-13 16:00:00,8057.7,8083.0,8043.4,8083.0,1598,True
2020-01-13 17:00:00,8082.5,8107.6,8066.5,8073.8,1907,True
2020-01-13 18:00:00,8073.4,8080.5,8065.2,8079.6,965,True
2020-01-13 19:00:00,8078.4,8102.0,8077.5,8091.0,937,True
2020-01-13 20:00:00,8090.5,8139.6,8084.4,8138.0,1544,True
2020-01-13 21:00:00,8137.0,8139.9,8096.1,8113.1,1600,True
2020-01-13 22:00:00,8112.1,8118.4,8092.0,8099.8,1088,True
2020-01-13 23:00:00,8098.5,8121.6,8083.0,8089.3,1971,True
2020-01-14 00:00:00,8088.2,8296.9,8086.6,8253.1,3370,True
2020-01-14 01:00:00,8254.0,8465.3,8254.0,8421.1,7288,True
2020-01-14 02:00:00,8420.6,8420.6,8363.1,8411.1,2304,True
2020-01-14 03:00:00,8409.8,8459.7,8360.4,8447.8,5520,True
2020-01-14 04:00:00,8448.2,8557.8,8447.6,8502.5,3803,True
2020-01-14 05:00:00,8503.0,8523.9,8444.8,8463.4,1576,True
2020-01-14 06:00:00,8462.3,8500.0,8448.5,8492.1,1360,True
2020-01-14 07:00:00,8491.3,8528.7,8476.7,8486.6,1355,True
2020-01-14 08:00:00,8486.1,8514.9,8476.9,8489.1,1104,True
2020-01-14 09:00:00,8489.6,8545.6,8460.4,8474.5,1637,True
2020-01-14 10:00:00,8475.1,8502.4,8443.6,8497.4,1298,True
2020-01-14 11:00:00,8496.9,8510.6,8479.3,8506.0,1030,True
2020-01-14 12:00:00,8505.5,8595.7,8451.2,8472.6,4437,True
2020-01-14 13:00:00,8473.1,8569.6,8473.1,8568.3,11309,True
2020-01-14 14:00:00,8568.7,8729.4,8543.4,8676.1,6125,True
2020-01-14 15:00:00,8675.6,8749.0,8621.1,8662.9,4734,True
2020-01-14 16:00:00,8663.5,8682.3,8509.0,8667.6,7489,True
2020-01-14 17:00:00,8668.1,8810.2,8665.2,8766.2,8834,True
2020-01-14 18:00:00,8767.5,8843.3,8663.9,8762.5,7347,True
2020-01-14 19:00:00,8763.9,8768.2,8676.7,8762.8,3985,True
2020-01-14 20:00:00,8762.1,8763.1,8666.5,8676.3,2981,True
2020-01-14 21:00:00,8676.7,8747.3,8658.8,8725.3,2460,True
2020-01-14 22:00:00,8724.8,8768.9,8712.0,8726.1,4789,True
2020-01-14 23:00:00,8726.7,8877.3,8711.4,8797.2,7088,True
2020-01-15 00:00:00,8796.3,8882.3,8692.8,8756.2,10424,True
2020-01-15 01:00:00,8757.6,8783.6,8697.0,8753.3,4235,True
2020-01-15 02:00:00,8753.9,8806.3,8742.3,8787.7,1866,True
2020-01-15 03:00:00,8788.4,8792.1,8700.0,8700.0,1872,True
2020-01-15 04:00:00,8699.5,8712.7,8549.1,8568.2,4887,True
2020-01-15 05:00:00,8568.7,8634.3,8539.2,8584.2,2755,True
2020-01-15 06:00:00,8583.8,8656.5,8577.1,8643.5,1839,True
2020-01-15 07:00:00,8644.0,8649.8,8585.4,8594.6,2387,True
2020-01-15 08:00:00,8593.8,8638.7,8571.8,8603.7,1516,True
2020-01-15 09:00:00,8603.3,8747.7,8603.2,8719.0,1877,True
2020-01-15 10:00:00,8719.5,8778.4,8687.9,8767.3,3252,True
2020-01-15 11:00:00,8767.7,8777.7,8690.6,8703.3,1869,True
2020-01-15 12:00:00,8703.7,8762.5,8689.9,8734.8,2046,True
2020-01-15 13:00:00,8734.3,8885.5,8734.3,8861.4,2876,True
2020-01-15 14:00:00,8858.8,8870.8,8724.0,8826.5,5531,True
2020-01-15 15:00:00,8827.1,8837.7,8710.7,8729.6,4424,True
2020-01-15 16:00:00,8729.1,8785.7,8643.8,8748.7,3670,True
2020-01-15 17:00:00,8748.0,8774.1,8699.4,8767.9,2533,True
2020-01-15 18:00:00,8767.4,8768.1,8686.4,8718.2,2944,True
2020-01-15 19:00:00,8717.3,8750.4,8713.5,8735.6,1463,True
2020-01-15 20:00:00,8736.1,8811.9,8708.3,8789.3,2431,True
2020-01-15 21:00:00,8788.2,8829.2,8764.1,8804.3,2079,True
2020-01-15 22:00:00,8804.8,8838.7,8780.2,8833.8,3300,True
2020-01-15 23:00:00,8834.7,8849.4,8766.2,8792.9,3304,True
2020-01-16 00:00:00,8793.5,8833.0,8689.6,8732.6,3844,True
2020-01-16 01:00:00,8730.6,8742.4,8589.8,8632.5,3837,True
2020-01-16 02:00:00,8633.0,8669.3,8583.4,8623.2,2902,True
2020-01-16 03:00:00,8622.7,8628.3,8563.0,8612.5,3355,True
2020-01-16 04:00:00,8612.0,8651.6,8587.4,8622.1,2167,True
2020-01-16 05:00:00,8620.5,8685.9,8619.1,8669.1,1496,True
2020-01-16 06:00:00,8670.6,8689.1,8643.3,8683.3,1176,True
2020-01-16 07:00:00,8683.7,8683.7,8623.5,8645.4,1613,True
2020-01-16 08:00:00,8644.8,8681.5,8626.8,8641.1,1516,True
2020-01-16 09:00:00,8641.6,8648.0,8575.3,8618.3,1652,True
2020-01-16 10:00:00,8617.5,8632.5,8575.2,8629.6,2518,True
2020-01-16 11:00:00,8630.2,8697.7,8600.7,8697.1,3269,True
2020-01-16 12:00:00,8696.4,8755.8,8668.5,8691.7,4203,True
2020-01-16 13:00:00,8693.7,8699.7,8638.4,8669.0,2995,True
2020-01-16 14:00:00,8668.3,8675.1,8615.6,8652.6,2784,True
2020-01-16 15:00:00,8653.2,8695.8,8641.5,8680.6,1695,True
2020-01-16 16:00:00,8681.1,8688.6,8584.3,8621.0,3324,True
2020-01-16 17:00:00,8620.4,8685.4,8616.3,8648.1,3076,True
2020-01-16 18:00:00,8647.6,8671.2,8619.0,8651.5,1741,True
2020-01-16 19:00:00,8652.4,8683.8,8643.4,8673.8,1152,True
2020-01-16 20:00:00,8674.3,8723.8,8662.3,8714.2,1630,True
2020-01-16 21:00:00,8713.8,8731.0,8641.1,8659.6,2589,True
2020-01-16 22:00:00,8660.6,8713.1,8659.9,8691.1,1798,True
2020-01-16 23:00:00,8691.8,8719.3,8688.4,8694.4,1136,True
2020-01-17 00:00:00,8694.9,8714.1,8647.4,8663.8,1804,True
2020-01-17 01:00:00,8664.2,8704.2,8651.1,8702.7,1281,True
2020-01-17 02:00:00,8702.2,8746.4,8688.2,8719.9,1875,True
2020-01-17 03:00:00,8720.7,8809.7,8718.0,8755.9,3121,True
2020-01-17 04:00:00,8756.4,8781.9,8729.5,8778.5,2161,True
2020-01-17 05:00:00,8779.3,8874.2,8763.2,8871.7,3220,True
2020-01-17 06:00:00,8870.9,8973.8,8828.8,8846.5,5187,True
2020-01-17 07:00:00,8846.0,8919.1,8828.4,8899.7,3119,True
2020-01-17 08:00:00,8898.8,8976.6,8871.9,8899.2,3699,True
2020-01-17 09:00:00,8899.7,8948.2,8888.4,8932.8,1783,True
2020-01-17 10:00:00,8933.5,8998.9,8857.4,8896.6,3696,True
2020-01-17 11:00:00,8897.1,8920.1,8858.2,8873.1,1303,True
2020-01-17 12:00:00,8867.3,8883.1,8771.1,8783.1,2689,True
2020-01-17 13:00:00,8782.2,8834.6,8775.2,8819.5,1401,True
2020-01-17 14:00:00,8818.9,8819.5,8746.4,8751.8,2178,True
2020-01-17 15:00:00,8752.3,8832.7,8747.8,8823.2,1820,True
2020-01-17 16:00:00,8824.4,8892.5,8813.6,8846.1,2949,True
2020-01-17 17:00:00,8846.7,8882.6,8826.8,8856.9,1842,True
2020-01-17 18:00:00,8857.4,8917.1,8851.0,8892.3,2034,True
2020-01-17 19:00:00,8891.8,8928.8,8781.2,8848.4,3326,True
2020-01-17 20:00:00,8849.0,8906.7,8836.0,8850.0,2543,True
2020-01-17 21:00:00,8849.5,8901.9,8847.4,8893.5,925,True
2020-01-19 23:00:00,8611.7,8697.9,8597.6,8678.9,3088,True
2020-01-20 00:00:00,8679.5,8710.8,8622.5,8643.8,3055,True
2020-01-20 01:00:00,8643.3,8670.3,8608.5,8621.8,2136,True
2020-01-20 02:00:00,8621.2,8646.3,8607.6,8630.3,1930,True
2020-01-20 03:00:00,8631.0,8644.0,8610.0,8639.7,1654,True
2020-01-20 04:00:00,8641.2,8659.8,8600.6,8613.9,1937,True
2020-01-20 05:00:00,8614.6,8651.9,8613.9,8644.3,1274,True
2020-01-20 06:00:00,8644.7,8652.8,8630.8,8650.4,505,True
2020-01-20 07:00:00,8650.9,8660.4,8615.7,8630.7,1202,True
2020-01-20 08:00:00,8631.2,8653.1,8565.2,8610.3,2305,True
2020-01-20 09:00:00,8613.7,8643.1,8611.4,8628.1,2238,True
2020-01-20 10:00:00,8627.6,8640.0,8609.4,8626.2,1497,True
2020-01-20 11:00:00,8626.8,8633.7,8572.7,8585.6,1255,True
2020-01-20 12:00:00,8585.1,8606.0,8520.7,8552.0,4042,True
2020-01-20 13:00:00,8551.5,8614.4,8488.8,8576.4,4165,True
2020-01-20 14:00:00,8577.1,8638.0,8558.7,8632.7,3045,True
2020-01-20 15:00:00,8633.4,8651.7,8604.8,8646.6,1977,True
2020-01-20 16:00:00,8647.1,8672.8,8621.2,8639.6,2441,True
2020-01-20 17:00:00,8640.2,8649.2,8609.4,8610.3,1472,True
2020-01-20 18:00:00,8610.7,8646.8,8606.4,8631.0,1381,True
2020-01-20 19:00:00,8631.9,8649.7,8625.8,8639.6,531,True
2020-01-20 20:00:00,8640.1,8645.6,8630.5,8641.6,555,True
2020-01-20 21:00:00,8641.1,8656.5,8632.3,8656.5,540,True
2020-01-20 22:00:00,8656.0,8718.9,8616.1,8626.3,4287,True
2020-01-20 23:00:00,8625.4,8650.5,8582.7,8612.2,3337,True
